name,zone,category,latitude,longitude,duration,energy,rain_ready,why,warning,official,maps,checked_at
카슴파샤 이네볼루 시장 (Historic İnebolu Market),카슴파샤,시장,41.0407,28.9665,45-75분,1,no,"흑해 지역 버섯, 빵, 버터, 치즈 같은 재료를 작은 로컬 시장에서 접할 수 있다.",일요일 오전 중심이며 계절과 날씨에 따라 품목 수가 크게 달라진다.,https://beyoglu.bel.tr/duyurular/tarihi-inebolu-pazari-yer-degisikligi-duyurusu/,https://www.google.com/maps/search/?api=1&query=Inebolu+Market+Kasimpasa+Istanbul,2026-09-01
모다 해안공원 (Moda Coastal Park),모다,동네 산책,40.980197,29.029216,60-120분,1,no,"평탄한 해안 산책로, 놀이터, 잔디와 간식 가게를 한 번에 쓸 수 있다.",주말 일몰 시간에는 자전거와 보행자가 많다.,https://kadikoy.bel.tr/,https://www.google.com/maps/search/?api=1&query=Moda+Coastal+Park+Istanbul,2026-09-01
옐데이르메니 벽화거리 (Yeldeğirmeni Neighbourhood),카드쾨이,동네 산책,40.997027,29.026541,60-90분,2,yes,"벽화와 오래된 아파트, 작은 카페가 이어져 아이와 그림 찾기 산책을 만들기 좋다.",보도 폭이 들쭉날쭉하고 오르막 구간이 있다.,https://kadikoy.bel.tr/,https://www.google.com/maps/search/?api=1&query=Yeldegirmeni+Istanbul,2026-09-01
아르나부트쾨이 보스포루스 산책 (Arnavutköy Bosphorus Walk),아르나부트쾨이,동네 산책,41.066782,29.043375,60-90분,1,yes,목조 주택과 해협을 짧은 거리에서 함께 보고 해산물 식사로 연결하기 좋다.,해안도로 차량과 좁은 보도를 주의해야 한다.,https://besiktas.bel.tr/,https://www.google.com/maps/search/?api=1&query=Arnavutkoy+Bosphorus+Istanbul,2026-09-01
베벡 공원과 해안 (Bebek Park and Waterfront),베벡,동네 산책,41.075838,29.04379,60-90분,1,no,"평탄한 해안, 작은 놀이터, 카페가 가까워 세대별 욕구를 맞추기 쉽다.",주말 오전부터 붐비고 카페 가격이 높은 편이다.,https://besiktas.bel.tr/,https://www.google.com/maps/search/?api=1&query=Bebek+Park+Istanbul,2026-09-01
첸겔쾨이 해안동네 (Çengelköy Waterfront Neighbourhood),위스퀴다르,동네 산책,41.050918,29.053802,60-90분,1,yes,"빵집, 차이 정원, 부두가 가까워 짧고 느슨한 가족 산책이 된다.",마을 중심 도로가 좁고 차량이 가까이 지난다.,https://www.uskudar.bel.tr/,https://www.google.com/maps/search/?api=1&query=Cengelkoy+Istanbul,2026-09-01
니샨타시 산책 (Nişantaşı Neighbourhood Walk),시실리,동네 산책,41.051687,28.991696,60-120분,1,yes,"디자인 상점, 베이커리와 카페가 밀집해 부모 쇼핑과 아이 간식을 함께 해결하기 쉽다.","보도 공사와 차량, 높은 식음료 가격을 고려해야 한다.",https://www.sisli.bel.tr/,https://www.google.com/maps/search/?api=1&query=Nisantasi+Istanbul,2026-09-01
보몬티아다 (Bomontiada),보몬티,복합문화공간,41.058319,28.980805,90-150분,1,yes,"산업유산 건물 안에 전시, 공연, 식당이 모여 있어 비 오는 날에도 선택지가 많다.",야간 공연 시간대는 소음과 성인 방문객이 늘어난다.,https://bomontiada.com/,https://www.google.com/maps/search/?api=1&query=Bomontiada+Istanbul,2026-09-01
뷔위카다 (Büyükada),프린스 제도,섬,40.856355,29.119037,반일-하루,2,no,"자동차가 적은 섬에서 전기 셔틀, 자전거, 해안 산책을 선택할 수 있다.",오르막이 많고 여름 주말 페리와 식당이 매우 붐빈다.,https://adalar.bel.tr/,https://www.google.com/maps/search/?api=1&query=Buyukada+Istanbul,2026-09-01
헤이벨리아다 (Heybeliada),프린스 제도,섬,40.877412,29.099268,반일-하루,2,no,뷔위카다보다 차분하고 숲길과 작은 해변을 섞기 좋다.,경사가 있고 비수기에는 식당과 시설 운영이 줄어든다.,https://adalar.bel.tr/,https://www.google.com/maps/search/?api=1&query=Heybeliada+Istanbul,2026-09-01
부르가자다 (Burgazada),프린스 제도,섬,40.880277,29.069485,반일,1,no,작고 조용해 해안 산책과 점심만으로 무리 없는 섬 하루를 만들 수 있다.,해안 일부가 거칠고 편의시설 수가 적다.,https://adalar.bel.tr/,https://www.google.com/maps/search/?api=1&query=Burgazada+Istanbul,2026-09-01
크날르아다 (Kınalıada),프린스 제도,섬,40.908891,29.054798,반일,1,no,도심에서 페리 시간이 짧고 해변과 식사를 가볍게 묶을 수 있다.,나무 그늘이 적고 성수기 해변 혼잡이 크다.,https://adalar.bel.tr/,https://www.google.com/maps/search/?api=1&query=Kinaliada+Istanbul,2026-09-01
자데보스탄 해변 (Caddebostan Beach),카드쾨이,해변,40.967286,29.053675,90-180분,1,no,"도심에서 접근하기 쉽고 해안공원, 자전거길, 잔디가 이어진다.",수질과 운영 구역은 방문 직전 공식 공지를 확인해야 한다.,https://spor.istanbul/,https://www.google.com/maps/search/?api=1&query=Caddebostan+Beach+Istanbul,2026-09-01
킬리오스 해변 (Kilyos Beach),사리예르,해변,41.24681,29.034166,반일-하루,2,no,흑해 모래사장과 넓은 하늘을 경험할 수 있어 도심 일정의 성격을 바꿔준다.,"도심에서 멀고 파도와 이안류, 바람을 반드시 확인해야 한다.",https://sariyer.bel.tr/,https://www.google.com/maps/search/?api=1&query=Kilyos+Beach+Istanbul,2026-09-01
플로리아 귀네시 해변 (Florya Güneş Beach),플로리아,해변,40.971833,28.786781,90-180분,1,no,공항 남쪽 해안에서 모래놀이와 아쿠아리움 일정을 같은 날 묶기 쉽다.,시즌 운영과 수질 공지를 사전에 확인해야 한다.,https://spor.istanbul/,https://www.google.com/maps/search/?api=1&query=Florya+Gunes+Beach+Istanbul,2026-09-01
페네르바흐체 공원 (Fenerbahçe Park),카드쾨이,공원,40.967818,29.03449,60-90분,1,no,"바닷바람, 그늘, 놀이터와 카페가 있어 회복일에 적합하다.",주말 피크에는 주차와 좌석 확보가 어렵다.,https://kadikoy.bel.tr/,https://www.google.com/maps/search/?api=1&query=Fenerbahce+Park+Istanbul,2026-09-01
발리데바 숲 (Validebağ Grove),위스퀴다르,숲,41.0059,29.0477,60-120분,1,no,도심 안에서 새와 오래된 나무를 관찰하는 조용한 자연 시간을 만들 수 있다.,시설이 단순하고 비 온 뒤 길이 진흙투성이가 될 수 있다.,https://www.uskudar.bel.tr/,https://www.google.com/maps/search/?api=1&query=Validebag+Grove+Istanbul,2026-09-01
네자하트 괴키이트 식물원 (Nezahat Gökyiğit Botanical Garden),아타셰히르,식물원,40.9994,29.1349,90-150분,1,yes,"식물 라벨, 연못, 교육 정원이 있어 아이와 자연 관찰 미션을 만들기 좋다.",고속도로 사이 섬 구조라 입구와 주차 동선을 미리 확인해야 한다.,https://www.ngbb.org.tr/,https://www.google.com/maps/search/?api=1&query=Nezahat+Gokyigit+Botanical+Garden,2026-09-01
아타튀르크 수목원 (Atatürk Arboretum),바흐체쾨이,수목원,41.177125,28.981039,120-180분,2,no,연못과 수목 컬렉션이 아름답고 차 없는 숲길을 천천히 걷기 좋다.,"사전 규정, 음식 반입, 주말 예약 여부를 공식 사이트에서 확인해야 한다.",https://ataturkarboretumu.ogm.gov.tr/,https://www.google.com/maps/search/?api=1&query=Ataturk+Arboretum+Istanbul,2026-09-01
벨그라드 숲 (Belgrad Forest),사리예르,숲,41.18662,28.949343,120-240분,2,no,"도심 일정을 끊고 숲길, 피크닉, 가벼운 달리기를 선택할 수 있다.",주말 차량 정체와 넓은 구역에서의 길 찾기를 주의해야 한다.,https://www.tarimorman.gov.tr/,https://www.google.com/maps/search/?api=1&query=Belgrad+Forest+Istanbul,2026-09-01
마치카 민주공원 (Maçka Democracy Park),시실리,공원,41.045,28.9955,60-100분,1,no,"놀이터, 잔디, 케이블카를 짧게 묶어 도심 한가운데서 쉬기 좋다.",경사와 개가 많은 구역을 어린아이와 지날 때 주의한다.,https://yesil.istanbul/,https://www.google.com/maps/search/?api=1&query=Macka+Democracy+Park+Istanbul,2026-09-01
아타튀르크 도시숲 (Atatürk Urban Forest),하즈오스만,도시숲,41.1518,29.0277,90-180분,2,no,지하철 종점에서 숲길과 연못을 이용할 수 있어 차량 없이 자연 시간을 만들기 좋다.,구역이 넓고 일부 오르막이 있어 출구 위치를 기억해야 한다.,https://yesil.istanbul/,https://www.google.com/maps/search/?api=1&query=Ataturk+Urban+Forest+Haciosman+Istanbul,2026-09-01
폴로네즈쾨이 자연공원 (Polonezköy Nature Park),베이코즈,자연공원,41.1141,29.2074,반일,2,no,마을 식사와 숲 산책을 묶어 이스탄불 외곽의 다른 분위기를 경험할 수 있다.,왕복 이동이 길고 주말 도로 정체가 크다.,https://www.tarimorman.gov.tr/,https://www.google.com/maps/search/?api=1&query=Polonezkoy+Nature+Park,2026-09-01
괴즈테페 60주년 공원 (Göztepe 60th Year Park),괴즈테페,공원,40.9776,29.0647,60-120분,1,no,"큰 놀이터, 장미 정원, 평탄한 길이 있어 아이의 활동량과 부모 휴식을 함께 해결한다.",주말 놀이터가 붐비고 그늘 좌석이 빨리 찬다.,https://yesil.istanbul/,https://www.google.com/maps/search/?api=1&query=Goztepe+60th+Year+Park+Istanbul,2026-09-01
발탈리마느 일본정원 (Baltalimanı Japanese Garden),사리예르,정원,41.0953,29.0479,40-70분,1,yes,"작은 연못, 일본식 다리와 식물을 짧게 둘러보는 조용한 틈새 일정이다.",규모가 작아 단독 목적지보다는 보스포루스 북부 동선에 붙이는 편이 낫다.,https://yesil.istanbul/,https://www.google.com/maps/search/?api=1&query=Baltalimani+Japanese+Garden+Istanbul,2026-09-01
이스탄불 아쿠아리움 (Istanbul Aquarium),플로리아,어린이 체험,40.964185,28.800032,120-180분,2,yes,비 오는 날에도 긴 동선의 수조와 테마 구역으로 아이 집중 시간을 확보한다.,주말 입장 대기와 내부 식음료 가격을 고려해야 한다.,https://www.istanbulakvaryum.com/,https://www.google.com/maps/search/?api=1&query=Istanbul+Aquarium+Florya,2026-09-01
키자니아 이스탄불 (KidZania Istanbul),아지바뎀,어린이 체험,41.000577,29.054926,3-5시간,2,yes,만 6-9세가 직업 역할놀이를 독립적으로 즐기기 좋은 핵심 우천 카드다.,"언어 지원, 체험별 키 제한과 운영 세션을 예약 전에 확인해야 한다.",https://www.kidzania.com.tr/,https://www.google.com/maps/search/?api=1&query=KidZania+Istanbul,2026-09-01
에마르 아쿠아리움과 언더워터 주 (Emaar Aquarium and Underwater Zoo),위스퀴다르,어린이 체험,40.9947,29.0714,90-150분,1,yes,"쇼핑몰 안에서 수조 관람, 식사, 휴식을 모두 해결할 수 있다.",이스탄불 아쿠아리움보다 규모가 작다는 반응이 있어 둘 다 갈 필요는 없다.,https://www.emaarakvaryum.com/,https://www.google.com/maps/search/?api=1&query=Emaar+Aquarium+Istanbul,2026-09-01
이스탄불 항공박물관 (Istanbul Aviation Museum),예실쾨이,과학 체험,40.964132,28.825508,90-150분,1,yes,실물 항공기를 가까이 보고 넓은 야외에서 기체 크기를 체감할 수 있다.,야외 전시 비중이 있어 비와 강한 햇빛에 취약하다.,https://www.hvkk.tsk.tr/,https://www.google.com/maps/search/?api=1&query=Istanbul+Aviation+Museum,2026-09-01
뮤제 가지하네 어린이 과학센터 (Müze Gazhane Children's Science Centre),하산파샤,과학 체험,40.996758,29.042902,120-180분,1,yes,"과학, 기후, 만화, 도서관과 넓은 광장을 한곳에서 조합할 수 있다.",전시별 운영시간이 달라 당일 프로그램을 확인해야 한다.,https://muzegazhane.istanbul/,https://www.google.com/maps/search/?api=1&query=Muze+Gazhane+Istanbul,2026-09-01
우랄 아타만 클래식 자동차박물관 (Ural Ataman Classic Car Museum),타라브야,어린이 체험,41.1552,29.0447,75-120분,1,yes,자동차를 좋아하는 아이와 부모가 함께 즐기기 좋은 소규모 고품질 컬렉션이다.,개방일이 제한적일 수 있어 공식 예약 여부를 반드시 확인해야 한다.,https://www.atamanmuseum.com/,https://www.google.com/maps/search/?api=1&query=Ural+Ataman+Classic+Car+Museum,2026-09-01
바르시 만초 하우스 뮤지엄 (Barış Manço House Museum),모다,음악 체험,40.9812,29.0246,45-75분,1,yes,"터키 대중음악가의 집, 의상과 악기를 보며 모다 산책에 문화 한 조각을 더한다.",인물 배경을 모르면 전시 맥락이 약할 수 있다.,https://barismanco.kadikoy.bel.tr/,https://www.google.com/maps/search/?api=1&query=Baris+Manco+Museum+Istanbul,2026-09-01
말테페 오르항가지 도시공원 (Maltepe Orhangazi City Park),말테페,대형 공원,40.9374,29.1304,90-180분,2,no,"해안의 거대한 평지에 놀이터, 자전거, 잔디가 분산돼 활동량 많은 아이에게 좋다.",규모가 너무 커서 만날 지점과 화장실 위치를 먼저 정해야 한다.,https://yesil.istanbul/,https://www.google.com/maps/search/?api=1&query=Maltepe+Orhangazi+City+Park+Istanbul,2026-09-01
아르테르 (Arter),돌랍데레,현대미술,41.0371,28.9583,90-150분,1,yes,넓고 조용한 현대미술관이라 부모의 문화 욕구와 우천 휴식을 함께 채운다.,전시 내용에 따라 어린아이 흥미 편차가 크다.,https://www.arter.org.tr/,https://www.google.com/maps/search/?api=1&query=Arter+Istanbul,2026-09-01
메셰르 (Meşher),베이올루,전시공간,41.0295,28.9762,60-90분,1,yes,이스티클랄 동선에서 무료 또는 부담 적은 전시를 짧게 끼우기 좋다.,전시 교체기에 휴관할 수 있고 아동 친화도는 전시에 따라 다르다.,https://www.mesher.org/,https://www.google.com/maps/search/?api=1&query=Mesher+Istanbul,2026-09-01
아타튀르크 문화센터 (Atatürk Cultural Center),탁심,공연,41.036542,28.988246,공연별 90-180분,1,yes,"어린이 예술센터, 전시, 콘서트 중 연령에 맞는 프로그램을 골라 야간 일정을 만들 수 있다.","공연 언어, 연령 제한과 종료 시간을 예매 전에 확인해야 한다.",https://akmistanbul.gov.tr/,https://www.google.com/maps/search/?api=1&query=Ataturk+Cultural+Center+Istanbul,2026-09-01
조를루 공연예술센터 (Zorlu Performing Arts Center),레벤트,공연,41.0664,29.0179,공연별 90-180분,1,yes,"뮤지컬, 콘서트, 어린이 공연과 쇼핑몰 식사를 같은 건물권에서 해결한다.","프로그램별 언어와 연령 제한, 늦은 종료 시간을 확인해야 한다.",https://www.zorlupsm.com/,https://www.google.com/maps/search/?api=1&query=Zorlu+PSM+Istanbul,2026-09-01
치야 소프라스 (Çiya Sofrası),카드쾨이,식당,40.989347,29.024429,60-90분,1,yes,여러 지역의 터키 가정식을 소량씩 골라 부모와 아이 취향을 나누기 좋다.,메뉴가 많고 향신료가 낯설 수 있으니 아이용 순한 요리를 먼저 묻는다.,https://ciya.com.tr/,https://www.google.com/maps/search/?api=1&query=Ciya+Sofrasi+Kadikoy,2026-09-01
바일란 카드쾨이 (Baylan Kadıköy),카드쾨이,디저트,40.990372,29.02378,30-60분,1,yes,초콜릿 디저트와 클래식 찻집 분위기로 시장 산책 중 세대 모두 쉬기 좋다.,대표 디저트가 달고 피크 시간에는 테이블 대기가 있다.,https://baylanpastanesi.com/,https://www.google.com/maps/search/?api=1&query=Baylan+Kadikoy,2026-09-01
알리 우스타 모다 (Meşhur Dondurmacı Ali Usta),모다,디저트,40.981569,29.02283,20-40분,1,yes,모다 산책 중 아이가 직접 맛을 고르는 짧고 확실한 보상 지점이다.,따뜻한 저녁에는 줄이 길고 좌석이 부족하다.,https://www.instagram.com/aliustamoda/,https://www.google.com/maps/search/?api=1&query=Ali+Usta+Moda+Istanbul,2026-09-01
카라쾨이 귈뤼올루 (Karaköy Güllüoğlu),카라쾨이,디저트,41.024885,28.980958,30-50분,1,yes,바클라바 종류를 한 조각씩 나눠 맛보며 터키 디저트를 비교하기 좋다.,매우 달고 피크 시간 주문 줄과 좌석 혼잡이 크다.,https://www.karakoygulluoglu.com/,https://www.google.com/maps/search/?api=1&query=Karakoy+Gulluoglu,2026-09-01
첸겔쾨이 역사 차나무 아래 찻집 (Çengelköy Tarihi Çınaraltı Tea Garden),첸겔쾨이,찻집,41.0503,29.05238,40-80분,1,yes,보스포루스 바로 앞에서 차를 마시고 외부 빵을 함께 먹는 느슨한 가족 휴식 지점이다.,결제 수단과 외부 음식 규칙을 현장에서 확인하고 주말 자리를 예상해야 한다.,https://www.instagram.com/tarihicinaralti/,https://www.google.com/maps/search/?api=1&query=Tarihi+Cinaralti+Cengelkoy,2026-09-01
칸르자 이스마일라아 카페 요거트 (İsmailağa Cafe and Kanlıca Yogurt),칸르자,디저트,41.1007,29.0657,30-60분,1,yes,페리 부두 앞에서 유명한 칸르자 요거트를 설탕이나 잼과 비교해 먹기 좋다.,대표성에 비해 맛이 평범하다고 느끼는 후기와 주말 혼잡이 있다.,https://beykoz.bel.tr/,https://www.google.com/maps/search/?api=1&query=Ismailaga+Cafe+Kanlica+Yogurt,2026-09-01
페티 파샤 숲 (Fethi Paşa Grove),위스퀴다르,공원,41.0288,29.0234,75-120분,2,no,"유럽 쪽 전망과 숲길, 시립 카페를 함께 쓰며 과열된 일정을 식히기 좋다.",경사가 가파른 구간이 있어 유모차와 어린아이 속도를 맞춰야 한다.,https://yesil.istanbul/,https://www.google.com/maps/search/?api=1&query=Fethi+Pasa+Grove+Istanbul,2026-09-01
미흐라바트 숲 (Mihrabat Grove),칸르자,공원,41.1014,29.0717,75-120분,1,yes,높은 지점에서 보스포루스 전망을 보고 잔디와 식사로 쉬기 좋다.,행사 시간대와 식당 이용객이 많고 차량 접근이 편한 대신 교통 정체가 있다.,https://beykoz.bel.tr/,https://www.google.com/maps/search/?api=1&query=Mihrabat+Grove+Istanbul,2026-09-01
